product_id,category_id,category_code,brand,price,user_id,product_name,count
22600023,2165087460176953468,auto.accessories.compressor,cityup,51.48,519806890,auto.accessories.compressor cityup,798
19700100,2053013559104766575,nan,nutrilon,19.43,512481002, nutrilon,797
5900032,2053013560841208525,nan,garmin,313.38,537468625, garmin,794
4400107,2053013555095011711,appliances.kitchen.coffee_machine,scarlett,42.78,526529128,appliances.kitchen.coffee_machine scarlett,791
5100389,2053013553341792533,electronics.clocks,hiper,61.97,517845622,electronics.clocks hiper,789
22300005,2053013552427434207,nan,rombica,38.59,519036234, rombica,788
13102283,2053013553526341921,nan,arrivo,91.12,513187970, arrivo,786
5600043,2053013552293216471,appliances.environment.air_heater,electrolux,71.82,555444779,appliances.environment.air_heater electrolux,785
10900390,2053013555069845885,appliances.kitchen.mixer,ariete,348.07,521070123,appliances.kitchen.mixer ariete,784
8800936,2053013555573162395,electronics.telephone,inoi,15.41,547322134,electronics.telephone inoi,783
1480598,2053013561092866779,computers.desktop,smart,498.21,512742880,computers.desktop smart,783
17000004,2053013558391734853,computers.desktop,sv,177.59,513577914,computers.desktop sv,783
15200222,2053013553484398879,nan,akom,69.5,552018742, akom,783
49100025,2127425375913902544,nan,parkcity,108.11,539900365, parkcity,780
12716924,2053013553559896355,nan,sunfull,54.06,527569528, sunfull,780
18400043,2053013553912217915,nan,alphard,195.37,553169877, alphard,778
12100564,2053013555816432043,kids.skates,ninebot,566.3,555475218,kids.skates ninebot,778
23500017,2053013561914950413,nan,arua,8.55,554232877, arua,777
4400547,2053013555095011711,appliances.kitchen.coffee_machine,kitfort,100.13,513254755,appliances.kitchen.coffee_machine kitfort,777
27000003,2053013564674802599,sport.trainer,fitlux,1016.76,519066072,sport.trainer fitlux,776
9200442,2053013552913973497,computers.peripherals.keyboard,ritmix,3.4,516729342,computers.peripherals.keyboard ritmix,775
4000195,2053013566142809077,construction.tools.generator,scarlett,32.39,531200433,construction.tools.generator scarlett,775
3100363,2053013555262783879,appliances.kitchen.blender,saturn,8.98,518357157,appliances.kitchen.blender saturn,775
12100795,2053013555816432043,kids.skates,doohan,1090.63,513857374,kids.skates doohan,775
9101173,2053013552888807671,computers.peripherals.mouse,kingston,79.54,528471049,computers.peripherals.mouse kingston,773
3700699,2053013565983425517,appliances.environment.vacuum,irobot,319.45,533296017,appliances.environment.vacuum irobot,773
13300550,2053013557166998015,nan,swisshome,160.62,525590097, swisshome,772
2601908,2053013563970159485,nan,haier,437.57,555461758, haier,771
4300298,2053013552385491165,nan,almacom,59.39,513945126, almacom,768
8800351,2053013555573162395,electronics.telephone,keneksi,14.63,536268700,electronics.telephone keneksi,766
6200991,2053013552293216471,appliances.environment.air_heater,alteco,20.59,512993384,appliances.environment.air_heater alteco,765
45500001,2109094148110811752,computers.notebook,deepcool,8.21,512501510,computers.notebook deepcool,764
11000024,2053013554960793975,appliances.kitchen.toster,moulinex,30.86,517815788,appliances.kitchen.toster moulinex,762
6100257,2053013560866374351,auto.accessories.radar,fujida,38.35,554261757,auto.accessories.radar fujida,759
4900092,2053013555220840837,appliances.kitchen.juicer,zelmer,31.66,513445610,appliances.kitchen.juicer zelmer,758
13000170,2053013561159975647,nan,thrustmaster,540.3,534081543, thrustmaster,757
43700023,2134905045328592909,nan,mitre,45.05,555464054, mitre,755
5301184,2053013563173241677,nan,halei,12.87,542219572, halei,755
2500897,2053013564003713919,appliances.kitchen.oven,gefest,205.72,514441846,appliances.kitchen.oven gefest,755
13700159,2053013557452210699,nan,erlit,470.85,530428630, erlit,754
22400054,2053013554474254687,electronics.audio.microphone,trust,15.16,516168284,electronics.audio.microphone trust,753
33900001,2059484602216481097,nan,mercury,1586.14,550738740, mercury,752
27400040,2053013563391345499,nan,oral-b,17.99,522806189, oral-b,751
7005988,2053013560346280633,kids.carriage,yoya,77.17,553193417,kids.carriage yoya,751
6100197,2053013560866374351,auto.accessories.radar,ritmix,31.52,554261757,auto.accessories.radar ritmix,746
10400703,2053013553257906447,kids.toys,mz,77.2,512679125,kids.toys mz,745
6500862,2053013554155487563,computers.components.motherboard,asrock,52.16,548658771,computers.components.motherboard asrock,744
7300038,2053013552863641845,nan,adata,64.33,513465944, adata,743
22400037,2053013554474254687,electronics.audio.microphone,hoco,20.56,512826247,electronics.audio.microphone hoco,741
16800039,2053013558316237377,furniture.kitchen.table,sv,100.36,515483851,furniture.kitchen.table sv,741
4900190,2053013555220840837,appliances.kitchen.juicer,saturn,9.27,552166305,appliances.kitchen.juicer saturn,738
33500003,2059484599456628927,nan,ersport,113.23,558422585, ersport,737
28714595,2053013565069067197,apparel.shoes.keds,reebok,76.4,512925259,apparel.shoes.keds reebok,736
22500228,2053013552469377249,nan,brateck,5.12,512714621, brateck,736
7202379,2053013553165631753,nan,bauer,28.29,535992961, bauer,736
15200134,2053013553484398879,nan,racer,56.33,516036709, racer,735
57000002,2152289064542273825,nan,vihr,28.03,560457982, vihr,734
22600016,2165087460176953468,auto.accessories.compressor,chameleon,75.42,518669916,auto.accessories.compressor chameleon,734
17900036,2053013560178508465,construction.tools.generator,huter,427.27,513641937,construction.tools.generator huter,733
19400031,2053013563768832881,nan,candy,669.23,538491186, candy,727
11600096,2053013554566529381,computers.desktop,defender,5.64,513275059,computers.desktop defender,727
10800080,2053013554994348409,nan,marta,24.94,555125177, marta,727
30600109,2053013559960404641,appliances.environment.vacuum,dwt,28.57,555464961,appliances.environment.vacuum dwt,725
4600667,2053013563944993659,appliances.kitchen.dishwasher,samsung,463.31,512620656,appliances.kitchen.dishwasher samsung,722
18300589,2053013558945383017,accessories.bag,xiaomi,10.27,513445825,accessories.bag xiaomi,721
16400004,2053013558249128509,nan,peterhof,43.73,521129853, peterhof,719
41600033,2090971680783466556,nan,minelab,1158.33,512905841, minelab,718
9800107,2053013554071601477,nan,air-cool,15.42,534538892, air-cool,717
3100564,2053013555262783879,appliances.kitchen.blender,philips,61.75,550318172,appliances.kitchen.blender philips,715
45100004,2106075725441269865,nan,hausmann,18.38,555466642, hausmann,714
29100041,2053013565916316649,appliances.personal.massager,polaris,38.56,539419983,appliances.personal.massager polaris,712
26202832,2053013563693335403,nan,efremov,112.23,545951564, efremov,710
4802034,2053013554658804075,electronics.audio.headphone,awei,17.71,516222857,electronics.audio.headphone awei,709
1004097,2053013555631882655,electronics.smartphone,texet,118.52,549671507,electronics.smartphone texet,708
3600252,2053013563810775923,appliances.kitchen.washer,atlant,256.37,538537672,appliances.kitchen.washer atlant,701
2300192,2053013560530830019,electronics.camera.video,acme,46.08,554778911,electronics.camera.video acme,698
35600012,2070747673266226092,nan,inhouse,14.88,542758035, inhouse,698
28715611,2053013565069067197,apparel.shoes.keds,fila,75.91,555447570,apparel.shoes.keds fila,697
13300558,2053013557166998015,nan,sonel,152.9,525590097, sonel,697
7800003,2053013556521075159,nan,medela,120.98,514317295, medela,697
12100767,2053013555816432043,kids.skates,phoenix,33.44,555191756,kids.skates phoenix,695
6700484,2053013554247762257,computers.components.videocards,palit,143.89,555462575,computers.components.videocards palit,695
13104857,2053013553526341921,nan,remain,233.73,513466146, remain,694
19100059,2053013556227473861,construction.tools.saw,dewalt,339.52,525445220,construction.tools.saw dewalt,693
19200209,2053013556202308035,construction.tools.saw,edon,35.52,514497710,construction.tools.saw edon,692
13103500,2053013553526341921,nan,nitro,278.0,513900355, nitro,692
13103842,2053013553526341921,nan,pdw,391.26,516178643, pdw,691
53300024,2141355068383822734,nan,diamond,36.78,519254630, diamond,689
7005188,2053013560346280633,kids.carriage,benebaby,102.71,552179265,kids.carriage benebaby,688
14500015,2053013554725912943,appliances.kitchen.coffee_grinder,delonghi,61.75,540305840,appliances.kitchen.coffee_grinder delonghi,688
3900746,2053013552326770905,appliances.environment.water_heater,haier,102.38,555444559,appliances.environment.water_heater haier,688
13300774,2053013557166998015,nan,rosetta,140.03,525590097, rosetta,687
43500041,2099306010899383229,nan,edon,14.16,554962988, edon,686
14100635,2053013557670314521,electronics.audio.acoustic,denn,38.07,512702129,electronics.audio.acoustic denn,685
3701228,2053013565983425517,appliances.environment.vacuum,dyson,571.42,526910699,appliances.environment.vacuum dyson,685
23000277,2164367422893589471,nan,mitasu,20.59,516640053, mitasu,685
6100107,2053013560866374351,auto.accessories.radar,playme,52.74,515573863,auto.accessories.radar playme,685
32601078,2053013566587404305,nan,okuma,32.18,513696314, okuma,684
18800067,2053013560623104713,auto.accessories.parktronic,pioneer,51.22,519806890,auto.accessories.parktronic pioneer,683
10900292,2053013555069845885,appliances.kitchen.mixer,vitek,18.76,517407577,appliances.kitchen.mixer vitek,682
18000752,2053013558525952589,nan,nokia,259.26,531342768, nokia,682
7600562,2053013552821698803,nan,beeline,57.18,513183786, beeline,681
1480675,2053013561092866779,computers.desktop,hp,439.91,542378517,computers.desktop hp,681
17200744,2053013559792632471,furniture.living_room.sofa,imperial,771.96,550999243,furniture.living_room.sofa imperial,681
4700008,2053013560899928785,auto.accessories.videoregister,deluxe,30.89,512429848,auto.accessories.videoregister deluxe,677
1480149,2053013561092866779,computers.desktop,neo,746.22,513367326,computers.desktop neo,675
3200240,2053013555321504139,appliances.kitchen.meat_grinder,zelmer,53.54,528769528,appliances.kitchen.meat_grinder zelmer,673
28101615,2053013564918072245,nan,karat,40.93,545387108, karat,673
28400891,2053013566209917945,accessories.bag,moliabal,16.89,517401784,accessories.bag moliabal,671
10800053,2053013554994348409,nan,first,19.31,533162845, first,670
42000025,2102307650380235197,nan,thule,862.31,512425344, thule,669
2900583,2053013554776244595,appliances.kitchen.microwave,electrolux,154.42,512452399,appliances.kitchen.microwave electrolux,669
29501872,2077453854185620383,appliances.kitchen.toster,nan,17.89,513340230,appliances.kitchen.toster ,668
3100553,2053013555262783879,appliances.kitchen.blender,gorenje,22.91,545303127,appliances.kitchen.blender gorenje,668
13200217,2053013557192163841,furniture.bedroom.bed,vegas,810.32,524018837,furniture.bedroom.bed vegas,667
11000167,2053013554960793975,appliances.kitchen.toster,saturn,21.08,540812571,appliances.kitchen.toster saturn,667
21100406,2053013561352913645,nan,arpenaz,6.69,518898695, arpenaz,666
15100183,2053013557024391671,nan,ostamebel,699.89,513202784, ostamebel,661
12717916,2053013553559896355,nan,continental,81.86,541520377, continental,660
12600044,2053013554751078769,appliances.kitchen.grill,bosch,132.49,539106192,appliances.kitchen.grill bosch,660
21409353,2053013561579406073,electronics.clocks,romanson,134.37,549487389,electronics.clocks romanson,659
36000063,2096280538292683405,appliances.kitchen.kettle,rondell,41.16,526899398,appliances.kitchen.kettle rondell,658
11700098,2053013554591695207,electronics.audio.acoustic,samson,939.54,520771349,electronics.audio.acoustic samson,656
44000003,2100064855133258156,apparel.shoes,ersport,35.78,551281127,apparel.shoes ersport,654
1004830,2053013555631882655,electronics.smartphone,gionee,74.39,513862244,electronics.smartphone gionee,654
49300036,2125931803410694331,nan,weekend,875.18,513996848, weekend,653
13000163,2053013561159975647,nan,redragon,16.19,522897521, redragon,653
1801370,2053013554415534427,electronics.video.tv,vestel,205.67,542479138,electronics.video.tv vestel,652
5000752,2053013566100866035,appliances.sewing_machine,babylock,1377.08,516620269,appliances.sewing_machine babylock,652
17200422,2053013559792632471,furniture.living_room.sofa,divalux,888.05,555463100,furniture.living_room.sofa divalux,652
33700007,2059484601981600061,country_yard.furniture.hammok,ventara,228.52,512925259,country_yard.furniture.hammok ventara,649
6701229,2053013554247762257,computers.components.videocards,sapphire,272.08,512424146,computers.components.videocards sapphire,648
4900004,2053013555220840837,appliances.kitchen.juicer,moulinex,95.21,518451685,appliances.kitchen.juicer moulinex,646
17900063,2053013560178508465,construction.tools.generator,magnetta,129.32,554765322,construction.tools.generator magnetta,645
2702063,2053013563911439225,appliances.kitchen.refrigerators,skyworth,715.57,513174453,appliances.kitchen.refrigerators skyworth,641
14300253,2053013557544485393,nan,casio,643.26,542966898, casio,640
5100743,2053013553341792533,electronics.clocks,honor,145.43,520175111,electronics.clocks honor,639
17900067,2053013560178508465,construction.tools.generator,eurolux,185.33,516365003,construction.tools.generator eurolux,639
12202359,2116907525176557699,sport.bicycle,haro,308.63,546061135,sport.bicycle haro,637
19700115,2053013559104766575,nan,nestogen,7.57,548117029, nestogen,637
9200192,2053013552913973497,computers.peripherals.keyboard,kingston,97.54,550042142,computers.peripherals.keyboard kingston,632
3900805,2053013552326770905,appliances.environment.water_heater,shivaki,85.45,521381083,appliances.environment.water_heater shivaki,631
12202374,2053013555782877609,sport.bicycle,stels,141.57,546813879,sport.bicycle stels,627
1002225,2053013555631882655,electronics.smartphone,philips,82.37,512465916,electronics.smartphone philips,625
5801445,2053013553945772349,electronics.audio.subwoofer,kenwood,177.61,555462681,electronics.audio.subwoofer kenwood,623
27700847,2053013560086233771,construction.tools.pump,hyundai,84.21,555466664,construction.tools.pump hyundai,622
16900241,2053013558433677895,furniture.kitchen.table,imperial,81.57,514979165,furniture.kitchen.table imperial,621
27500013,2053013554692358509,nan,unit,54.96,535340276, unit,621
10503186,2053013553199186187,nan,besty,20.57,555448105, besty,618
1480638,2053013561092866779,computers.desktop,asus,2059.23,555465457,computers.desktop asus,617
47900002,2116907525201723525,nan,tacx,154.19,514990478, tacx,615
8700291,2053013563097744201,appliances.personal.hair_cutter,promozer,18.02,515805695,appliances.personal.hair_cutter promozer,614
4600538,2053013563944993659,appliances.kitchen.dishwasher,indesit,316.35,512620656,appliances.kitchen.dishwasher indesit,614
22700161,2053013556168753601,nan,stanley,16.28,513275557, stanley,612
30000228,2127425436764865054,construction.tools.welding,forza,95.17,527172522,construction.tools.welding forza,612
7300366,2053013552863641845,nan,seagate,56.37,554385249, seagate,612
6600986,2053013554189041997,computers.components.memory,crucial,106.05,536995313,computers.components.memory crucial,612
50700027,2175419595093967522,nan,zengen,56.37,556717839, zengen,609
39500015,2084218014168776941,nan,qiangchi,177.35,555468255, qiangchi,609
19300120,2053013566033757167,appliances.ironing_board,nan,9.91,521247801,appliances.ironing_board ,609
51600004,2134904980736311929,electronics.clocks,troyka,12.84,513276169,electronics.clocks troyka,607
1500345,2053013552955916539,computers.peripherals.printer,ricoh,129.28,529352264,computers.peripherals.printer ricoh,606
12500271,2053013556277805513,nan,makita,118.08,513461469, makita,605
12719447,2053013553559896355,nan,toway,262.04,547881963, toway,604
19300016,2053013566033757167,appliances.ironing_board,philips,154.42,521247801,appliances.ironing_board philips,604
30500010,2053013559985570467,country_yard.cultivator,ryobi,207.28,555523741,country_yard.cultivator ryobi,603
25510082,2053013562250494749,nan,gerat,62.1,517784197, gerat,602
32100000,2060237588744111062,nan,steelflex,991.53,514658590, steelflex,601
27700714,2053013560086233771,construction.tools.pump,magnetta,102.96,517119288,construction.tools.pump magnetta,600
4804099,2053013554658804075,electronics.audio.headphone,defender,15.71,546853772,electronics.audio.headphone defender,599
10800173,2053013554994348409,nan,asel,53.36,551700316, asel,599
42700001,2100065080828756704,auto.accessories.winch,denzel,350.48,555019847,auto.accessories.winch denzel,599
2300304,2053013560530830019,electronics.camera.video,prolike,51.22,555206217,electronics.camera.video prolike,597
42700005,2100065080828756704,auto.accessories.winch,t-max,581.22,512850625,auto.accessories.winch t-max,596
16600027,2053013560287560373,nan,buggy,321.76,555478697, buggy,594
33400003,2059484599339188409,nan,dfc,98.84,512367789, dfc,593
2900750,2053013554776244595,appliances.kitchen.microwave,beko,64.33,516456560,appliances.kitchen.microwave beko,592
30901098,2053013554004492609,computers.components.cooler,aerocool,2.63,532118994,computers.components.cooler aerocool,591
22700197,2053013556168753601,nan,thorvik,75.68,543326776, thorvik,590
7003278,2053013560346280633,kids.carriage,joie,230.38,517007739,kids.carriage joie,588
12702428,2053013553559896355,nan,dunlop,82.37,515492815, dunlop,588
29502742,2077453854185620383,appliances.kitchen.toster,maxler,22.91,518086063,appliances.kitchen.toster maxler,587
2800645,2053013563835941749,appliances.kitchen.refrigerators,arg,257.38,514164233,appliances.kitchen.refrigerators arg,587
3200535,2053013555321504139,appliances.kitchen.meat_grinder,scarlett,61.52,528769528,appliances.kitchen.meat_grinder scarlett,586
12703671,2053013553559896355,nan,sava,47.88,513104704, sava,585
3601509,2053013563810775923,appliances.kitchen.washer,hansa,283.07,512962508,appliances.kitchen.washer hansa,584
30500020,2053013559985570467,country_yard.cultivator,hyundai,305.67,512389738,country_yard.cultivator hyundai,583
7006267,2053013560346280633,kids.carriage,adil,77.22,552949639,kids.carriage adil,581
50600081,2134905044833666047,auto.accessories.compressor,hyundai,343.33,530662646,auto.accessories.compressor hyundai,581
28714219,2053013565253616583,apparel.shoes.moccasins,etor,100.39,547469497,apparel.shoes.moccasins etor,579
3500322,2053013555287949705,nan,phillips,120.96,548554037, phillips,579
4400581,2053013555095011711,appliances.kitchen.coffee_machine,nan,33.79,546499349,appliances.kitchen.coffee_machine ,576
15200738,2053013553484398879,nan,mutlu,100.39,529340283, mutlu,574
10900227,2053013555069845885,appliances.kitchen.mixer,smeg,527.54,517407577,appliances.kitchen.mixer smeg,571
47100013,2112418071384687332,nan,meade,1282.66,516554625, meade,571
27600022,2053013560061067945,country_yard.lawn_mower,bosch,124.49,544120108,country_yard.lawn_mower bosch,571
28715451,2053013565480109009,apparel.shoes.keds,remonte,57.92,532036739,apparel.shoes.keds remonte,570
12202384,2116907525176557699,sport.bicycle,matrix,102.86,512676107,sport.bicycle matrix,569
12201818,2116907525176557699,sport.bicycle,biwec,262.34,555487461,sport.bicycle biwec,569
5100683,2053013553341792533,electronics.clocks,polar,244.54,517507992,electronics.clocks polar,568
3701375,2053013565983425517,appliances.environment.vacuum,hoover,147.21,527913971,appliances.environment.vacuum hoover,567
12719962,2053013553559896355,nan,kapsen,52.51,513841889, kapsen,566
28101521,2053013564918072245,nan,kartal,274.14,514813858, kartal,566
2300200,2053013560530830019,electronics.camera.video,panasonic,270.25,555463071,electronics.camera.video panasonic,565
22200177,2053013558785999453,nan,cellio,32.17,530452168, cellio,565
28719160,2116907519078040377,apparel.shoes,salamander,127.93,515117434,apparel.shoes salamander,565
3900896,2053013552326770905,appliances.environment.water_heater,klima,77.2,515450125,appliances.environment.water_heater klima,564
47100003,2112418071384687332,nan,levenhuk,43.29,516554625, levenhuk,562
17300480,2053013553853497655,nan,guerlain,141.57,535595386, guerlain,561
33700006,2059484601981600061,country_yard.furniture.hammok,palisad,25.1,514480286,country_yard.furniture.hammok palisad,561
