,product_id,category_id,category_code,brand,price,row_id
113,21404428,2053013561579406073,electronics.clocks,,24.13,113
114,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,114
115,10503536,2053013553199186187,,cars,50.94,115
116,1307076,2053013558920217191,computers.notebook,asus,720.71,116
117,1500258,2053013552955916539,computers.peripherals.printer,epson,268.99,117
118,1307240,2053013558920217191,computers.notebook,asus,385.82,118
119,1200947,2172371436436455782,electronics.tablet,samsung,115.41,119
120,3200574,2053013555321504139,appliances.kitchen.meat_grinder,dauscher,69.47,120
121,26300181,2053013563584283495,,trollbeads,294.47,121
122,1005159,2053013555631882655,electronics.smartphone,xiaomi,231.41,122
123,6201053,2053013552293216471,appliances.environment.air_heater,willmark,17.99,123
124,1005008,2053013555631882655,electronics.smartphone,xiaomi,103.08,124
125,17600490,2053013558895051365,,dermacol,9.52,125
126,1801963,2053013554415534427,electronics.video.tv,philips,373.21,126
127,18600003,2053013559708746385,,sv,360.11,127
128,1600445,2053013553056579841,computers.peripherals.printer,epson,254.32,128
129,9300078,2053013554524586339,,lg,256.88,129
130,28718911,2053013565069067197,apparel.shoes.keds,nexpero,84.69,130
131,5700845,2053013553970938175,auto.accessories.player,pioneer,297.3,131
132,1004461,2053013555631882655,electronics.smartphone,xiaomi,257.38,132
133,1004566,2053013555631882655,electronics.smartphone,huawei,175.83,133
134,45601180,2116907524379639897,apparel.shoes,pablosky,59.2,134
135,1005008,2053013555631882655,electronics.smartphone,xiaomi,103.08,135
136,1004874,2053013555631882655,electronics.smartphone,samsung,383.51,136
137,6000282,2053013560807654091,auto.accessories.alarm,starline,60.23,137
138,6200141,2053013552293216471,appliances.environment.air_heater,electrolux,20.57,138
139,4804409,2053013554658804075,electronics.audio.headphone,elari,66.87,139
140,4600551,2053013563944993659,appliances.kitchen.dishwasher,beko,324.04,140
141,1004720,2053013555631882655,electronics.smartphone,huawei,130.62,141
142,12704129,2053013553559896355,,yokohama,68.73,142
143,3900967,2053013552326770905,appliances.environment.water_heater,ariston,104.23,143
144,21402267,2053013561579406073,electronics.clocks,orient,239.65,144
145,1003312,2053013555631882655,electronics.smartphone,apple,710.3,145
146,1004957,2053013555631882655,electronics.smartphone,xiaomi,348.53,146
147,4700388,2053013560899928785,auto.accessories.videoregister,prestigio,32.18,147
148,1307042,2053013558920217191,computers.notebook,lenovo,1745.11,148
149,1003306,2053013555631882655,electronics.smartphone,apple,587.56,149
150,3100268,2053013555262783879,appliances.kitchen.blender,maxwell,25.71,150
151,1306686,2053013558920217191,computers.notebook,prestigio,257.15,151
152,28713018,2053013565639492569,apparel.shoes,baden,86.23,152
153,5100576,2053013553341792533,electronics.clocks,apple,424.68,153
154,4803005,2053013554658804075,electronics.audio.headphone,sven,12.59,154
155,1306256,2053013558920217191,computers.notebook,hp,334.37,155
156,1004836,2053013555631882655,electronics.smartphone,samsung,241.18,156
157,1004814,2053013555631882655,electronics.smartphone,honor,231.64,157
158,8700099,2053013563097744201,appliances.personal.hair_cutter,moser,40.77,158
159,5300097,2053013563173241677,,remington,39.87,159
160,14300371,2053013557603205653,electronics.audio.music_tools.piano,akai,109.97,160
161,13100397,2053013553526341921,,skad,186.16,161
162,14400037,2053013558492398155,,ugreen,29.34,162
163,15100105,2053013557024391671,,,530.26,163
164,26201253,2053013563693335403,,lucente,121.5,164
165,4803878,2053013554658804075,electronics.audio.headphone,xiaomi,43.24,165
166,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,166
167,10201158,2053013553224352013,kids.dolls,llorens,30.89,167
168,26013762,2053013562778977083,,,17.07,168
169,4100236,2053013561218695907,,sony,563.21,169
170,23000247,2164367422893589471,,shell,19.31,170
171,5801553,2053013553945772349,electronics.audio.subwoofer,kicx,22.39,171
172,1201408,2172371436436455782,electronics.tablet,lenovo,76.94,172
173,5100738,2053013553341792533,electronics.clocks,samsung,154.16,173
174,1003768,2053013555631882655,electronics.smartphone,huawei,485.54,174
175,1307004,2053013558920217191,computers.notebook,lenovo,290.61,175
176,8800855,2053013555573162395,electronics.telephone,bq,32.15,176
177,25510071,2053013562250494749,,gerat,57.4,177
178,32900026,2055156924407612189,accessories.bag,prologic,54.6,178
179,2900918,2053013554776244595,appliances.kitchen.microwave,,77.2,179
180,38900038,2085718636156158307,,sv,83.91,180
181,1004237,2053013555631882655,electronics.smartphone,apple,1080.72,181
182,2602140,2053013563970159485,,artel,389.46,182
183,3200439,2053013555321504139,appliances.kitchen.meat_grinder,vitek,69.47,183
184,3800382,2053013566176363511,appliances.iron,vitek,28.03,184
185,9400076,2053013566067311601,,juki,643.26,185
186,4700419,2053013560899928785,auto.accessories.videoregister,sho-me,141.86,186
187,5100816,2053013553375346967,,xiaomi,29.51,187
188,1004249,2053013555631882655,electronics.smartphone,apple,738.61,188
189,1002524,2053013555631882655,electronics.smartphone,apple,514.76,189
190,17302626,2053013553853497655,,chanel,235.58,190
191,1005116,2053013555631882655,electronics.smartphone,apple,1052.79,191
192,28718210,2053013565480109009,apparel.shoes.keds,tamaris,51.22,192
193,9300054,2053013554524586339,,sony,899.84,193
194,4804055,2053013554658804075,electronics.audio.headphone,apple,188.73,194
195,5100593,2053013553341792533,electronics.clocks,apple,1130.02,195
196,1004228,2053013555631882655,electronics.smartphone,apple,1142.86,196
197,1004792,2053013555631882655,electronics.smartphone,xiaomi,455.35,197
198,22700727,2053013556168753601,,metabo,28.57,198
199,42600065,2096280601366626625,,sparta,13.77,199
200,26402516,2053013563651392361,,,562.53,200
201,1307355,2053013558920217191,computers.notebook,asus,684.67,201
202,20200240,2053013559440310913,sport.snowboard,ride,221.11,202
203,1201512,2172371436436455782,electronics.tablet,samsung,823.42,203
204,1002544,2053013555631882655,electronics.smartphone,apple,464.08,204
205,30000092,2127425436764865054,construction.tools.welding,fubag,480.06,205
206,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,206
207,6200885,2053013552293216471,appliances.environment.air_heater,oasis,7.7,207
208,4802036,2053013554658804075,electronics.audio.headphone,apple,171.56,208
209,42300030,2095518921321874323,furniture.living_room.cabinet,,257.15,209
210,44700002,2104564977229628393,,pt-group,64.35,210
211,5100375,2053013553341792533,electronics.clocks,xiaomi,70.53,211
212,12719857,2053013553559896355,,roadx,38.61,212
213,1004767,2053013555631882655,electronics.smartphone,samsung,254.76,213
214,38700030,2084962291626803333,,,14.27,214
215,1005166,2053013555631882655,electronics.smartphone,xiaomi,321.5,215
216,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,216
217,22600026,2165087460176953468,auto.accessories.compressor,,33.43,217
218,1004833,2053013555631882655,electronics.smartphone,samsung,174.75,218
219,26500127,2053013563550729061,,lucente,188.94,219
220,1004741,2053013555631882655,electronics.smartphone,xiaomi,185.71,220
221,11700274,2053013554591695207,electronics.audio.acoustic,sony,115.81,221
222,12400393,2053013556252639687,construction.tools.drill,oasis,49.91,222
223,1005073,2053013555631882655,electronics.smartphone,samsung,1206.45,223
224,21411415,2053013561579406073,electronics.clocks,,47.11,224
225,4400006,2053013555095011711,appliances.kitchen.coffee_machine,philips,72.05,225
226,45600480,2113934850560885372,apparel.shoes.keds,crosby,35.24,226
227,1801901,2053013554415534427,electronics.video.tv,samsung,637.85,227
228,16500000,2053013556462354899,,omron,92.64,228
229,7004492,2053013560346280633,kids.carriage,belecoo,102.46,229
230,1004777,2053013555631882655,electronics.smartphone,xiaomi,135.14,230
231,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,231
232,3100671,2053013555262783879,appliances.kitchen.blender,elenberg,12.84,232
233,1004873,2053013555631882655,electronics.smartphone,samsung,388.81,233
234,1004756,2053013555631882655,electronics.smartphone,meizu,92.38,234
235,22500218,2053013552469377249,,onkron,86.75,235
236,10900328,2053013555069845885,appliances.kitchen.mixer,dauscher,12.84,236
237,1004957,2053013555631882655,electronics.smartphone,xiaomi,348.53,237
238,10700904,2053013561277416167,,activision,56.6,238
239,1005015,2053013555631882655,electronics.smartphone,samsung,604.88,239
240,26300089,2053013563584283495,,lucente,271.82,240
241,1004564,2053013555631882655,electronics.smartphone,meizu,133.59,241
242,1004528,2053013555631882655,electronics.smartphone,samsung,385.85,242
243,3701259,2053013565983425517,appliances.environment.vacuum,makita,1008.53,243
244,18700007,2053013555380224399,,sv,411.83,244
245,29502144,2053013566344134657,,,10.04,245
246,1004934,2053013555631882655,electronics.smartphone,vivo,231.64,246
247,1005069,2053013555631882655,electronics.smartphone,vivo,308.86,247
248,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,248
249,1004767,2053013555631882655,electronics.smartphone,samsung,254.76,249
250,26300187,2053013563584283495,,lucente,607.48,250
251,1004990,2053013555631882655,electronics.smartphone,oppo,257.38,251
252,1004779,2053013555631882655,electronics.smartphone,xiaomi,140.85,252
253,17000107,2053013558391734853,computers.desktop,sv,195.35,253
254,1004863,2053013555631882655,electronics.smartphone,samsung,174.75,254
255,5100816,2053013553375346967,,xiaomi,29.51,255
256,4804132,2053013554658804075,electronics.audio.headphone,huawei,10.17,256
257,1004837,2053013555631882655,electronics.smartphone,xiaomi,322.43,257
258,1307370,2053013558920217191,computers.notebook,acer,257.15,258
259,1004836,2053013555631882655,electronics.smartphone,samsung,241.18,259
260,1002634,2053013555631882655,electronics.smartphone,apple,376.85,260
261,25200369,2053013562082722579,,deluxe,26.26,261
262,1002535,2053013555631882655,electronics.smartphone,apple,864.63,262
263,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,263
264,4300072,2053013552385491165,,timberk,38.59,264
265,4000211,2053013566142809077,construction.tools.generator,philips,205.85,265
266,3700926,2053013565983425517,appliances.environment.vacuum,samsung,64.08,266
267,8801050,2053013555573162395,electronics.telephone,philips,50.19,267
268,1002544,2053013555631882655,electronics.smartphone,apple,464.08,268
269,1004835,2053013555631882655,electronics.smartphone,samsung,230.89,269
270,4100151,2053013561218695907,,sony,380.42,270
271,1004767,2053013555631882655,electronics.smartphone,samsung,254.76,271
272,5100746,2053013553375346967,,huawei,76.71,272
273,1201360,2053013561059312345,electronics.tablet,xiaomi,254.83,273
274,1307366,2053013558920217191,computers.notebook,lenovo,248.62,274
275,22700325,2053013556168753601,,force,97.52,275
276,1004749,2053013555631882655,electronics.smartphone,samsung,203.35,276
277,26204060,2053013563693335403,,,257.15,277
278,1005157,2053013555631882655,electronics.smartphone,xiaomi,282.89,278
279,46200027,2110187395688169553,apparel.skirt,sly,30.61,279
280,1307050,2053013558920217191,computers.notebook,apple,1662.56,280
281,26403231,2053013563651392361,,,78.77,281
282,1801766,2053013554415534427,electronics.video.tv,artel,150.7,282
283,5100376,2053013553341792533,electronics.clocks,xiaomi,68.0,283
284,1005014,2053013555631882655,electronics.smartphone,samsung,614.53,284
285,21404397,2053013561579406073,electronics.clocks,,25.48,285
286,3601425,2053013563810775923,appliances.kitchen.washer,beko,231.35,286
287,23000039,2164367422893589471,,shell,19.31,287
288,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,288
289,1004856,2053013555631882655,electronics.smartphone,samsung,130.7,289
290,17301345,2053013553853497655,,lanvin,48.9,290
291,13101488,2053013553526341921,,skad,169.37,291
292,22700177,2053013556168753601,,stels,139.0,292
293,1003208,2053013555631882655,electronics.smartphone,,184.82,293
294,1004863,2053013555631882655,electronics.smartphone,samsung,174.45,294
295,13101010,2053013553526341921,,skad,267.7,295
296,1004813,2053013555631882655,electronics.smartphone,honor,257.38,296
297,17300464,2053013553853497655,,chanel,191.77,297
298,22900087,2053013561780732677,furniture.bedroom.pillow,,14.16,298
299,1003535,2053013555631882655,electronics.smartphone,samsung,460.5,299
300,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,300
301,8900902,2053013553090134275,kids.toys,,22.17,301
302,9002145,2053013553140465927,kids.toys,,19.82,302
303,13700186,2053013557452210699,,erlit,372.93,303
304,21900151,2053013558802776671,,,2.97,304
305,6500965,2053013554155487563,computers.components.motherboard,asrock,99.13,305
306,1004808,2053013555631882655,electronics.smartphone,xiaomi,167.31,306
307,26202475,2053013563693335403,,merelani,32.95,307
308,1801805,2053013554415534427,electronics.video.tv,artel,256.88,308
309,1005135,2053013555631882655,electronics.smartphone,apple,1747.79,309
310,41200002,2089490106086851034,,murager,90.09,310
311,3500210,2053013555287949705,,vitek,90.61,311
312,1004402,2053013555631882655,electronics.smartphone,xiaomi,164.17,312
313,1004767,2053013555631882655,electronics.smartphone,samsung,254.26,313
314,5100577,2053013553341792533,electronics.clocks,samsung,295.94,314
315,34800092,2062461754293617058,,carfashion,60.23,315
316,1004258,2053013555631882655,electronics.smartphone,apple,733.81,316
317,1004768,2053013555631882655,electronics.smartphone,samsung,253.31,317
318,26400785,2053013563651392361,,lucente,421.38,318
319,22200154,2053013558785999453,,shiseido,104.78,319
320,19500095,2053013558668558935,,smashbox,80.76,320
321,6301381,2053013554834964853,appliances.kitchen.kettle,elenberg,20.57,321
322,3500055,2053013555287949705,,bosch,162.17,322
323,28716053,2053013565748544479,apparel.shoes,weekend,324.33,323
324,26200150,2053013563693335403,,,153.67,324
325,12717777,2053013553559896355,,pirelli,67.57,325
326,1005067,2053013555631882655,electronics.smartphone,samsung,1209.53,326
327,1004659,2053013555631882655,electronics.smartphone,samsung,787.09,327
328,27400027,2053013563391345499,,,77.2,328
329,1004856,2053013555631882655,electronics.smartphone,samsung,130.7,329
330,1004785,2053013555631882655,electronics.smartphone,huawei,278.54,330
331,1004748,2053013555631882655,electronics.smartphone,huawei,130.92,331
332,5600396,2053013562913194819,,scarlett,9.24,332
333,29000015,2053013562871251777,,touchbeauty,323.69,333
334,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,334
335,12708354,2053013553559896355,,matador,79.28,335
336,12718704,2053013553559896355,,yokohama,71.95,336
337,19300076,2053013566033757167,appliances.ironing_board,ikea,9.5,337
338,26401422,2053013563651392361,,lucente,110.68,338
339,8300265,2053013560220451507,,,29.47,339
340,28719256,2053013565639492569,apparel.shoes,rieker,83.66,340
341,1004767,2053013555631882655,electronics.smartphone,samsung,254.26,341
342,41000005,2125175529001713727,,dewalt,2123.27,342
343,22700536,2053013556168753601,,jonnesway,338.49,343
344,12711790,2053013553559896355,,habilead,72.33,344
345,1004653,2053013555631882655,electronics.smartphone,samsung,636.05,345
346,6700643,2053013554247762257,computers.components.videocards,msi,163.73,346
347,1004250,2053013555631882655,electronics.smartphone,apple,803.96,347
348,26400348,2053013563651392361,,,206.96,348
349,1004060,2053013555631882655,electronics.smartphone,xiaomi,360.34,349
350,2601810,2053013563970159485,,artel,155.29,350
351,2702279,2053013563911439225,appliances.kitchen.refrigerators,lg,694.74,351
352,1003338,2053013555631882655,electronics.smartphone,xiaomi,171.96,352
353,3600849,2053013563810775923,appliances.kitchen.washer,atlant,262.55,353
354,1004246,2053013555631882655,electronics.smartphone,apple,734.81,354
355,26200580,2053013563693335403,,lucente,226.78,355
356,21406552,2053013561579406073,electronics.clocks,,287.27,356
357,31501167,2053013558031024687,,carlsbad,271.23,357
358,1304409,2053013558920217191,computers.notebook,apple,1402.87,358
359,1307051,2053013558920217191,computers.notebook,apple,1776.11,359
360,1004739,2053013555631882655,electronics.smartphone,xiaomi,197.43,360
361,1307275,2053013558920217191,computers.notebook,msi,2574.04,361
362,1307338,2053013558920217191,computers.notebook,asus,849.42,362
363,3900435,2053013552326770905,appliances.environment.water_heater,electrolux,97.79,363
364,28600026,2053013558282682943,,,399.73,364
365,5100572,2053013553341792533,electronics.clocks,apple,419.6,365
366,1201044,2172371436436455782,electronics.tablet,lenovo,193.03,366
367,1004872,2053013555631882655,electronics.smartphone,samsung,286.35,367
368,1306288,2053013558920217191,computers.notebook,hp,741.07,368
369,5200126,2053013553316626707,computers.ebooks,amazon,125.96,369
370,1201364,2172371436436455782,electronics.tablet,huawei,167.03,370
371,1305996,2053013558920217191,computers.notebook,hp,391.0,371
372,1004858,2053013555631882655,electronics.smartphone,samsung,133.81,372
373,13100108,2053013553526341921,,rial,456.78,373
374,12707214,2053013553559896355,,nexen,101.68,374
375,1004937,2053013555631882655,electronics.smartphone,vivo,167.29,375
376,1005115,2053013555631882655,electronics.smartphone,apple,975.56,376
377,1004402,2053013555631882655,electronics.smartphone,xiaomi,164.17,377
378,4100129,2053013561218695907,,sony,463.02,378
379,28718701,2053013565639492569,apparel.shoes,respect,128.45,379
380,8500106,2053013552259662037,,bosch,600.51,380
381,1005113,2053013555631882655,electronics.smartphone,apple,1027.05,381
382,3601241,2053013563810775923,appliances.kitchen.washer,lg,350.71,382
383,1002633,2053013555631882655,electronics.smartphone,apple,360.08,383
384,6200687,2053013552293216471,appliances.environment.air_heater,oasis,28.03,384
385,2501703,2053013564003713919,appliances.kitchen.oven,artel,71.87,385
386,2900200,2053013554776244595,appliances.kitchen.microwave,lg,85.81,386
387,5100375,2053013553341792533,electronics.clocks,xiaomi,70.53,387
388,1005100,2053013555631882655,electronics.smartphone,samsung,154.36,388
389,28717949,2053013565639492569,apparel.shoes,burgerschuhe,105.54,389
390,1004750,2053013555631882655,electronics.smartphone,samsung,203.35,390
391,5801112,2053013553945772349,electronics.audio.subwoofer,alpine,218.54,391
392,8901604,2053013553090134275,kids.toys,chicco,43.73,392
393,1005008,2053013555631882655,electronics.smartphone,xiaomi,103.08,393
394,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,394
395,5301295,2053013563173241677,,vitek,28.06,395
396,14300018,2053013557603205653,electronics.audio.music_tools.piano,cortland,77.17,396
397,25400002,2053013561604571899,,,43.48,397
398,1004250,2053013555631882655,electronics.smartphone,apple,803.96,398
399,12710449,2053013553559896355,,triangle,41.96,399
400,16600047,2053013560287560373,,,65.12,400
401,17300748,2053013553853497655,,versace,57.76,401
402,1801901,2053013554415534427,electronics.video.tv,samsung,637.85,402
403,28400988,2053013566209917945,accessories.bag,,64.09,403
404,16700681,2053013559901684381,furniture.kitchen.chair,ikea,95.21,404
405,1004209,2053013555631882655,electronics.smartphone,samsung,95.21,405
406,10701052,2053013561277416167,,,53.54,406
407,6800225,2053013554834964853,appliances.kitchen.kettle,braun,48.86,407
408,1004836,2053013555631882655,electronics.smartphone,samsung,241.18,408
409,14300028,2053013557544485393,,kurzweil,1057.17,409
410,26900008,2053013564599305123,sport.trainer,housefit,257.4,410
411,12201742,2116907525176557699,sport.bicycle,wethepeople,360.11,411
412,12704692,2053013553559896355,,triangle,65.64,412
413,16000644,2053013558223962683,,,46.33,413
414,1003984,2053013555631882655,electronics.smartphone,huawei,102.71,414
415,26500485,2053013563550729061,,,349.3,415
416,1002544,2053013555631882655,electronics.smartphone,apple,464.06,416
417,1005158,2053013555631882655,electronics.smartphone,xiaomi,308.63,417
418,1005157,2053013555631882655,electronics.smartphone,xiaomi,282.89,418
419,3100774,2053013555262783879,appliances.kitchen.blender,braun,128.68,419
420,6301732,2053013554834964853,appliances.kitchen.kettle,smeg,195.6,420
421,1307154,2053013558920217191,computers.notebook,lenovo,527.17,421
422,2201039,2053013560555995845,,canon,772.19,422
423,4501554,2053013563877884791,appliances.kitchen.hob,midea,187.65,423
424,26300094,2053013563584283495,,lucente,583.28,424
425,13200811,2053013557192163841,furniture.bedroom.bed,,188.91,425
426,12701982,2053013553559896355,,cordiant,38.61,426
427,1005115,2053013555631882655,electronics.smartphone,apple,975.56,427
428,2601337,2053013563970159485,,artel,185.2,428
429,2501685,2053013564003713919,appliances.kitchen.oven,dauscher,72.05,429
430,21400681,2053013561579406073,electronics.clocks,orient,176.07,430
431,3701135,2053013565983425517,appliances.environment.vacuum,xiaomi,205.66,431
432,2600744,2053013563970159485,,,108.09,432
433,19400021,2053013563768832881,,bosch,557.0,433
434,6300739,2053013554834964853,appliances.kitchen.kettle,vitek,20.34,434
435,11200121,2053013562946749253,appliances.personal.scales,xiaomi,26.45,435
436,1004856,2053013555631882655,electronics.smartphone,samsung,130.7,436
437,3200280,2053013555321504139,appliances.kitchen.meat_grinder,moulinex,66.9,437
438,1004794,2053013555631882655,electronics.smartphone,xiaomi,241.71,438
439,16400027,2053013558249128509,,rondell,43.73,439
440,1004739,2053013555631882655,electronics.smartphone,xiaomi,197.43,440
441,34800262,2062461754293617058,,cantra,101.67,441
442,37900082,2152167773222993940,,merelani,114.8,442
443,1004322,2053013555631882655,electronics.smartphone,huawei,303.69,443
444,1005070,2053013555631882655,electronics.smartphone,vivo,308.86,444
445,5301316,2053013563173241677,,scarlett,11.04,445
446,45600278,2116907524379639897,apparel.shoes,shagovita,51.47,446
447,1005159,2053013555631882655,electronics.smartphone,xiaomi,231.41,447
448,18900079,2053013560497275585,electronics.camera.photo,canon,767.71,448
449,28703983,2053013565069067197,apparel.shoes.keds,nike,115.11,449
450,2501816,2053013564003713919,appliances.kitchen.oven,artel,41.44,450
451,2800600,2053013563835941749,appliances.kitchen.refrigerators,indesit,349.02,451
452,12400504,2053013556252639687,construction.tools.drill,hyundai,74.62,452
453,4501013,2053013563877884791,appliances.kitchen.hob,electrolux,269.76,453
