,product_id,category_id,category_code,brand,price,user_id,score,user_productid,product_name,count
22,27500014,2053013554692358509,nan,redmond,37.98,555217733,1,555217733-27500014, redmond,145
23,19001139,2053013557225718275,nan,gran-stone,67.58,525734504,1,525734504-19001139, gran-stone,4
24,13500046,2053013557099889147,furniture.bedroom.bed,nan,60.75,555446365,1,555446365-13500046,furniture.bedroom.bed ,3
25,10800001,2053013554994348409,nan,maxwell,32.92,539194858,1,539194858-10800001, maxwell,46
26,28714755,2053013565228450757,apparel.shoes,respect,51.22,555447570,1,555447570-28714755,apparel.shoes respect,175
27,3701388,2053013565983425517,appliances.environment.vacuum,dauscher,33.21,515342595,1,515342595-3701388,appliances.environment.vacuum dauscher,125
28,28718079,2053013565362668491,apparel.shoes.keds,respect,66.67,545323115,1,545323115-28718079,apparel.shoes.keds respect,6
29,2700239,2053013563911439225,appliances.kitchen.refrigerators,atlant,283.12,521242564,1,521242564-2700239,appliances.kitchen.refrigerators atlant,48
30,28717908,2053013565782098913,apparel.shoes,burgerschuhe,102.45,513798668,1,513798668-28717908,apparel.shoes burgerschuhe,103
31,3701244,2053013565983425517,appliances.environment.vacuum,elenberg,33.44,515535834,1,515535834-3701244,appliances.environment.vacuum elenberg,304
32,4300070,2053013552385491165,nan,timberk,38.59,544648245,1,544648245-4300070, timberk,143
33,3601505,2053013563810775923,appliances.kitchen.washer,samsung,463.15,526631741,1,526631741-3601505,appliances.kitchen.washer samsung,267
34,12712064,2053013553559896355,nan,triangle,30.89,515454339,1,515454339-12712064, triangle,230
35,3600575,2053013563810775923,appliances.kitchen.washer,hotpoint-ariston,275.37,554754045,1,554754045-3600575,appliances.kitchen.washer hotpoint-ariston,20
36,2900475,2053013554776244595,appliances.kitchen.microwave,gorenje,295.99,533078094,1,533078094-2900475,appliances.kitchen.microwave gorenje,1
37,1701111,2053013553031414015,computers.peripherals.monitor,acer,514.79,547028884,1,547028884-1701111,computers.peripherals.monitor acer,30
38,26400291,2053013563651392361,nan,lucente,188.94,551331813,1,551331813-26400291, lucente,176
39,4100126,2053013561218695907,nan,sony,326.62,519885473,1,519885473-4100126, sony,316
40,28717211,2053013565882762215,nan,respect,76.96,555447577,1,555447577-28717211, respect,45
41,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,23.13,541366014,1,541366014-4804295,electronics.audio.headphone xiaomi,3409
42,4802639,2053013554658804075,electronics.audio.headphone,sony,218.77,514808401,1,514808401-4802639,electronics.audio.headphone sony,26
43,3900930,2053013552326770905,appliances.environment.water_heater,teploross,90.32,555444559,1,555444559-3900930,appliances.environment.water_heater teploross,40
44,3701062,2053013565983425517,appliances.environment.vacuum,gorenje,90.07,515342595,1,515342595-3701062,appliances.environment.vacuum gorenje,215
45,4300262,2053013552385491165,nan,vitek,72.0,523239174,1,523239174-4300262, vitek,84
46,27500015,2053013554692358509,nan,kelli,36.6,555217733,1,555217733-27500015, kelli,55
47,10900026,2053013555069845885,appliances.kitchen.mixer,panasonic,40.8,514080443,1,514080443-10900026,appliances.kitchen.mixer panasonic,64
48,27700113,2053013560086233771,construction.tools.pump,leo,48.9,515630204,1,515630204-27700113,construction.tools.pump leo,31
49,32601078,2053013566587404305,nan,okuma,32.18,513696314,1,513696314-32601078, okuma,20
50,1801555,2053013554415534427,electronics.video.tv,lg,462.25,537918940,1,537918940-1801555,electronics.video.tv lg,180
51,1004497,2053013555631882655,electronics.smartphone,nokia,159.33,550859983,1,550859983-1004497,electronics.smartphone nokia,268
52,50500080,2127425438190928416,nan,krause,77.69,513642368,1,513642368-50500080, krause,8
53,28708392,2053013565069067197,apparel.shoes.keds,strobbs,31.92,555447570,1,555447570-28708392,apparel.shoes.keds strobbs,250
54,15100008,2053013557024391671,nan,bts,488.82,519107250,1,519107250-15100008, bts,410
55,3900774,2053013552326770905,appliances.environment.water_heater,artel,72.85,513664804,1,513664804-3900774,appliances.environment.water_heater artel,123
56,1801796,2053013554415534427,electronics.video.tv,elenberg,411.83,537918940,1,537918940-1801796,electronics.video.tv elenberg,60
57,6200688,2053013552293216471,appliances.environment.air_heater,oasis,28.7,512796782,1,512796782-6200688,appliances.environment.air_heater oasis,130
58,13100083,2053013553526341921,nan,skad,223.94,518553316,1,518553316-13100083, skad,107
59,18000928,2053013558525952589,nan,samsung,20.57,546259103,1,546259103-18000928, samsung,42
60,18400215,2053013553912217915,nan,pride,231.15,512946118,1,512946118-18400215, pride,38
61,5100855,2053013553341792533,electronics.clocks,apple,617.52,554190174,1,554190174-5100855,electronics.clocks apple,491
62,3701226,2053013565983425517,appliances.environment.vacuum,redmond,149.24,555217733,1,555217733-3701226,appliances.environment.vacuum redmond,40
63,28714158,2053013565413000141,apparel.shoes.slipons,caprice,41.19,535055930,1,535055930-28714158,apparel.shoes.slipons caprice,13
64,28715758,2053013565069067197,apparel.shoes.keds,nexpero,107.85,555447570,1,555447570-28715758,apparel.shoes.keds nexpero,181
65,4100274,2053013561218695907,nan,microsoft,275.4,519885473,1,519885473-4100274, microsoft,102
66,6200315,2053013552293216471,appliances.environment.air_heater,elenberg,33.44,512796782,1,512796782-6200315,appliances.environment.air_heater elenberg,500
67,18400077,2053013553912217915,nan,kicx,288.3,512946118,1,512946118-18400077, kicx,20
68,1307073,2053013558920217191,computers.notebook,acer,669.0,514805015,1,514805015-1307073,computers.notebook acer,897
69,1004949,2053013555631882655,electronics.smartphone,oneplus,838.89,533205672,1,533205672-1004949,electronics.smartphone oneplus,182
70,5100816,2053013553375346967,nan,xiaomi,29.51,515755304,1,515755304-5100816, xiaomi,4736
71,28716595,2053013565782098913,apparel.shoes,baden,76.96,525767277,1,525767277-28716595,apparel.shoes baden,46
72,29800033,2053013559842964121,furniture.living_room.chair,nan,169.86,555306597,1,555306597-29800033,furniture.living_room.chair ,7
73,32800211,2055156924273394455,nan,rush,158.56,513696314,1,513696314-32800211, rush,85
74,21403078,2053013561579406073,electronics.clocks,casio,39.05,525856698,1,525856698-21403078,electronics.clocks casio,115
75,3500132,2053013555287949705,nan,kenwood,360.34,538491186,1,538491186-3500132, kenwood,47
76,2700618,2053013563911439225,appliances.kitchen.refrigerators,indesit,349.79,550429638,1,550429638-2700618,appliances.kitchen.refrigerators indesit,305
77,4300376,2053013552385491165,nan,polaris,40.93,544648245,1,544648245-4300376, polaris,73
78,21402696,2053013561579406073,electronics.clocks,nan,24.97,525856698,1,525856698-21402696,electronics.clocks ,102
79,50600002,2134905044833666047,auto.accessories.compressor,nan,89.81,514933060,1,514933060-50600002,auto.accessories.compressor ,47
80,1004838,2053013555631882655,electronics.smartphone,oppo,179.38,552552067,1,552552067-1004838,electronics.smartphone oppo,2517
81,5100239,2053013553341792533,electronics.clocks,samsung,257.38,522806189,1,522806189-5100239,electronics.clocks samsung,109
82,3200321,2053013555321504139,appliances.kitchen.meat_grinder,redmond,91.38,515744951,1,515744951-3200321,appliances.kitchen.meat_grinder redmond,27
83,13104940,2053013553526341921,nan,kipardo,308.37,518553316,1,518553316-13104940, kipardo,55
84,28715611,2053013565069067197,apparel.shoes.keds,fila,75.91,555447570,1,555447570-28715611,apparel.shoes.keds fila,77
85,28718142,2053013565782098913,apparel.shoes,fassen,51.22,518471395,1,518471395-28718142,apparel.shoes fassen,73
86,6200514,2053013552293216471,appliances.environment.air_heater,ballu,15.42,518462319,1,518462319-6200514,appliances.environment.air_heater ballu,390
87,22700161,2053013556168753601,nan,stanley,16.28,513275557,1,513275557-22700161, stanley,16
88,37900169,2152167773222993940,nan,vega,37.99,516838506,1,516838506-37900169, vega,62
89,4300285,2053013552385491165,nan,electrolux,102.94,544648245,1,544648245-4300285, electrolux,47
90,3500149,2053013555287949705,nan,bosch,157.71,538491186,1,538491186-3500149, bosch,126
91,12711630,2053013553559896355,nan,yokohama,74.65,554151503,1,554151503-12711630, yokohama,96
92,5100705,2053013553341792533,electronics.clocks,garmin,1207.24,522806189,1,522806189-5100705,electronics.clocks garmin,24
93,13400419,2053013557066334713,nan,brw,132.31,552795065,1,552795065-13400419, brw,3
94,13400379,2053013557066334713,nan,sv,128.45,552795065,1,552795065-13400379, sv,13
95,6700940,2053013554247762257,computers.components.videocards,gigabyte,437.33,512742880,1,512742880-6700940,computers.components.videocards gigabyte,19
96,22700129,2053013556168753601,nan,stels,72.05,548607338,1,548607338-22700129, stels,911
97,2900418,2053013554776244595,appliances.kitchen.microwave,ava,53.23,550474592,1,550474592-2900418,appliances.kitchen.microwave ava,57
98,16800186,2053013558316237377,furniture.kitchen.table,nan,347.5,555446365,1,555446365-16800186,furniture.kitchen.table ,20
99,22700044,2053013556168753601,nan,total,43.73,513275557,1,513275557-22700044, total,17
100,12709227,2053013553559896355,nan,sailun,73.62,529755884,1,529755884-12709227, sailun,3
101,3700823,2053013565983425517,appliances.environment.vacuum,bosch,283.05,515342595,1,515342595-3700823,appliances.environment.vacuum bosch,50
102,10800084,2053013554994348409,nan,clatronic,58.52,539979421,1,539979421-10800084, clatronic,42
103,17000063,2053013558391734853,computers.desktop,trust,187.13,519194796,1,519194796-17000063,computers.desktop trust,11
104,12300231,2053013556311359947,construction.tools.drill,dewalt,151.07,547290577,1,547290577-12300231,construction.tools.drill dewalt,91
105,1004281,2053013555631882655,electronics.smartphone,bq,71.45,513840435,1,513840435-1004281,electronics.smartphone bq,13
106,27400040,2053013563391345499,nan,oral-b,17.99,522806189,1,522806189-27400040, oral-b,22
107,28704388,2053013565069067197,apparel.shoes.keds,asics,51.48,555447570,1,555447570-28704388,apparel.shoes.keds asics,187
108,3500303,2053013555287949705,nan,arnica,63.71,538491186,1,538491186-3500303, arnica,36
109,12703421,2053013553559896355,nan,cordiant,59.2,519791231,1,519791231-12703421, cordiant,100
110,8901605,2053013553090134275,kids.toys,chicco,74.62,535977220,1,535977220-8901605,kids.toys chicco,2
111,2700984,2053013563911439225,appliances.kitchen.refrigerators,samsung,539.1,550429638,1,550429638-2700984,appliances.kitchen.refrigerators samsung,186
112,17300555,2053013553853497655,nan,dior,99.1,520002471,1,520002471-17300555, dior,204
113,2601543,2053013563970159485,nan,hansa,411.83,513173999,1,513173999-2601543, hansa,27
114,13103001,2053013553526341921,nan,trebl,55.6,530659801,1,530659801-13103001, trebl,295
115,17000038,2053013558391734853,computers.desktop,polaris,74.6,519194796,1,519194796-17000038,computers.desktop polaris,16
116,5600043,2053013552293216471,appliances.environment.air_heater,electrolux,71.82,555444779,1,555444779-5600043,appliances.environment.air_heater electrolux,50
117,39600005,2079713983761220055,nan,intex,64.22,513917244,1,513917244-39600005, intex,53
118,47100001,2112418071384687332,nan,celestron,120.98,544873648,1,544873648-47100001, celestron,13
119,2702277,2053013563911439225,appliances.kitchen.refrigerators,lg,465.7,553638632,1,553638632-2702277,appliances.kitchen.refrigerators lg,674
120,41300118,2091727629378912491,nan,arena,48.65,551377651,1,551377651-41300118, arena,10
121,16400204,2053013558249128509,nan,granhel,181.21,553937622,1,553937622-16400204, granhel,267
122,8800773,2053013555573162395,electronics.telephone,nokia,73.57,518553316,1,518553316-8800773,electronics.telephone nokia,345
123,13800054,2053013557418656265,furniture.bathroom.toilet,santeri,54.42,555332717,1,555332717-13800054,furniture.bathroom.toilet santeri,5
124,3300314,2053013555355058573,nan,moulinex,77.2,539194858,1,539194858-3300314, moulinex,44
125,3600163,2053013563810775923,appliances.kitchen.washer,indesit,179.67,512533331,1,512533331-3600163,appliances.kitchen.washer indesit,934
126,12300632,2053013556311359947,construction.tools.drill,bosch,46.28,547290577,1,547290577-12300632,construction.tools.drill bosch,93
127,6000229,2053013560807654091,auto.accessories.alarm,starline,138.23,518090724,1,518090724-6000229,auto.accessories.alarm starline,225
128,12800417,2053013552788144369,nan,kingston,5.12,555373493,1,555373493-12800417, kingston,34
129,3700766,2053013565983425517,appliances.environment.vacuum,samsung,128.45,555448298,1,555448298-3700766,appliances.environment.vacuum samsung,334
130,4804409,2053013554658804075,electronics.audio.headphone,elari,66.87,521016406,1,521016406-4804409,electronics.audio.headphone elari,717
131,4804055,2053013554658804075,electronics.audio.headphone,apple,189.91,524601178,1,524601178-4804055,electronics.audio.headphone apple,2457
132,8400069,2127424820051182462,apparel.sock,nan,21.85,549873631,1,549873631-8400069,apparel.sock ,3
133,5700619,2053013553970938175,auto.accessories.player,jvc,46.33,522487767,1,522487767-5700619,auto.accessories.player jvc,789
134,1004625,2053013555631882655,electronics.smartphone,fly,43.73,513840435,1,513840435-1004625,electronics.smartphone fly,96
135,19400031,2053013563768832881,nan,candy,669.23,538491186,1,538491186-19400031, candy,24
136,12600003,2053013554751078769,appliances.kitchen.grill,maxwell,69.24,530239208,1,530239208-12600003,appliances.kitchen.grill maxwell,134
137,1201496,2172371436436455782,electronics.tablet,prestigio,51.22,514805015,1,514805015-1201496,electronics.tablet prestigio,205
138,15300165,2053013552662315243,nan,transcend,6.12,553079594,1,553079594-15300165, transcend,47
139,2701657,2053013563911439225,appliances.kitchen.refrigerators,beko,257.04,547949682,1,547949682-2701657,appliances.kitchen.refrigerators beko,455
140,45600377,2116907524379639897,apparel.shoes,nan,90.09,554255295,1,554255295-45600377,apparel.shoes ,4
141,4600542,2053013563944993659,appliances.kitchen.dishwasher,beko,300.85,515342595,1,515342595-4600542,appliances.kitchen.dishwasher beko,131
142,1004853,2053013555631882655,electronics.smartphone,meizu,231.41,523208885,1,523208885-1004853,electronics.smartphone meizu,36
143,8700483,2053013563097744201,appliances.personal.hair_cutter,moser,47.88,514018346,1,514018346-8700483,appliances.personal.hair_cutter moser,8
144,3601244,2053013563810775923,appliances.kitchen.washer,lg,339.75,512533331,1,512533331-3601244,appliances.kitchen.washer lg,566
145,12100784,2053013555816432043,kids.skates,kugoo,568.84,554754531,1,554754531-12100784,kids.skates kugoo,53
146,17300136,2053013553853497655,nan,montale,102.96,512637377,1,512637377-17300136, montale,367
147,12709556,2053013553559896355,nan,viatti,40.16,548911890,1,548911890-12709556, viatti,168
148,1307240,2053013558920217191,computers.notebook,asus,385.82,520575653,1,520575653-1307240,computers.notebook asus,163
149,23800009,2053013561696846593,nan,vegas,22.39,544413201,1,544413201-23800009, vegas,64
150,41900001,2090971686529663114,appliances.environment.vacuum,nan,60.76,518090724,1,518090724-41900001,appliances.environment.vacuum ,204
151,45900026,2110187395755278421,nan,sly,27.91,513231972,1,513231972-45900026, sly,3
152,4400250,2053013555095011711,appliances.kitchen.coffee_machine,delonghi,169.86,514081156,1,514081156-4400250,appliances.kitchen.coffee_machine delonghi,138
153,30700012,2053013559935238815,nan,viking,1323.33,555448601,1,555448601-30700012, viking,9
154,16400155,2053013558249128509,nan,nadoba,164.71,553937622,1,553937622-16400155, nadoba,18
155,1801690,2053013554415534427,electronics.video.tv,samsung,368.04,555447570,1,555447570-1801690,electronics.video.tv samsung,1597
156,3700779,2053013565983425517,appliances.environment.vacuum,xiaomi,299.88,520572421,1,520572421-3700779,appliances.environment.vacuum xiaomi,284
157,37000006,2075210504652981138,nan,x-game,167.81,551563536,1,551563536-37000006, x-game,35
158,16800039,2053013558316237377,furniture.kitchen.table,sv,100.36,515483851,1,515483851-16800039,furniture.kitchen.table sv,16
159,4200541,2053013552351936731,appliances.environment.air_conditioner,elenberg,128.68,551258664,1,551258664-4200541,appliances.environment.air_conditioner elenberg,162
160,5700518,2053013553970938175,auto.accessories.player,nan,123.53,555448573,1,555448573-5700518,auto.accessories.player ,341
161,1480163,2053013561092866779,computers.desktop,acer,617.0,513659224,1,513659224-1480163,computers.desktop acer,437
162,15200134,2053013553484398879,nan,racer,56.33,516036709,1,516036709-15200134, racer,33
163,5800645,2053013553945772349,electronics.audio.subwoofer,kicx,157.28,539309755,1,539309755-5800645,electronics.audio.subwoofer kicx,72
164,4803976,2053013554658804075,electronics.audio.headphone,samsung,127.05,513413322,1,513413322-4803976,electronics.audio.headphone samsung,270
165,26800013,2053013564641248165,nan,housefit,334.63,519107250,1,519107250-26800013, housefit,79
166,15100007,2053013557024391671,nan,mystar,900.9,555448105,1,555448105-15100007, mystar,54
167,1480558,2053013561092866779,computers.desktop,netechnics,1055.34,513659224,1,513659224-1480558,computers.desktop netechnics,260
168,49100005,2127425375913902544,nan,laston,55.02,545614508,1,545614508-49100005, laston,67
169,2601340,2053013563970159485,nan,hp,30.86,554935393,1,554935393-2601340, hp,113
170,3100871,2053013555262783879,appliances.kitchen.blender,vitek,23.14,515454339,1,515454339-3100871,appliances.kitchen.blender vitek,184
171,2702351,2053013563911439225,appliances.kitchen.refrigerators,midea,101.93,513026356,1,513026356-2702351,appliances.kitchen.refrigerators midea,63
172,5000753,2053013566100866035,appliances.sewing_machine,janome,253.55,542083227,1,542083227-5000753,appliances.sewing_machine janome,4
173,27000002,2053013564674802599,sport.trainer,housefit,460.76,523185540,1,523185540-27000002,sport.trainer housefit,63
174,3600231,2053013563810775923,appliances.kitchen.washer,midea,100.38,547185351,1,547185351-3600231,appliances.kitchen.washer midea,251
175,2300294,2053013560530830019,electronics.camera.video,gopro,437.51,555448816,1,555448816-2300294,electronics.camera.video gopro,115
176,3200144,2053013555321504139,appliances.kitchen.meat_grinder,panasonic,143.84,521028154,1,521028154-3200144,appliances.kitchen.meat_grinder panasonic,10
177,6700946,2053013554247762257,computers.components.videocards,asus,192.8,530572695,1,530572695-6700946,computers.components.videocards asus,4
178,28101496,2053013564918072245,nan,erdenet,252.26,521997271,1,521997271-28101496, erdenet,70
179,16800032,2053013558316237377,furniture.kitchen.table,bts,56.6,515483851,1,515483851-16800032,furniture.kitchen.table bts,32
180,6200284,2053013552293216471,appliances.environment.air_heater,tefal,90.07,555448682,1,555448682-6200284,appliances.environment.air_heater tefal,179
181,46800023,2110187395394568257,appliances.kitchen.refrigerators,dometic,1153.7,545614508,1,545614508-46800023,appliances.kitchen.refrigerators dometic,6
182,9300040,2053013554524586339,nan,lg,334.12,543367069,1,543367069-9300040, lg,55
183,4201230,2053013552351936731,appliances.environment.air_conditioner,tcl,196.89,521149112,1,521149112-4201230,appliances.environment.air_conditioner tcl,40
184,17700280,2053013558861496931,nan,academie,8.72,554935393,1,554935393-17700280, academie,2
185,30400012,2053013560010736293,nan,carver,382.25,518968885,1,518968885-30400012, carver,53
186,4100348,2053013561218695907,nan,sega,36.01,519885473,1,519885473-4100348, sega,238
187,1004932,2053013555631882655,electronics.smartphone,vivo,463.31,555083442,1,555083442-1004932,electronics.smartphone vivo,498
188,1801581,2053013554415534427,electronics.video.tv,yasin,374.5,522487767,1,522487767-1801581,electronics.video.tv yasin,289
189,3200173,2053013555321504139,appliances.kitchen.meat_grinder,nan,55.32,513705856,1,513705856-3200173,appliances.kitchen.meat_grinder ,88
190,8500288,2053013552259662037,nan,rinnai,952.41,552829049,1,552829049-8500288, rinnai,64
191,28717380,2053013565480109009,apparel.shoes.keds,nan,51.22,555448939,1,555448939-28717380,apparel.shoes.keds ,6
192,4200706,2053013552351936731,appliances.environment.air_conditioner,almacom,276.33,551258664,1,551258664-4200706,appliances.environment.air_conditioner almacom,21
193,6200971,2053013552293216471,appliances.environment.air_heater,willmark,10.27,535214649,1,535214649-6200971,appliances.environment.air_heater willmark,154
194,30000109,2127425436764865054,construction.tools.welding,laston,374.27,545807829,1,545807829-30000109,construction.tools.welding laston,33
195,2601810,2053013563970159485,nan,artel,155.29,554935393,1,554935393-2601810, artel,492
196,15800006,2053013560144954031,nan,karcher,102.94,555449072,1,555449072-15800006, karcher,312
197,30000134,2127425436764865054,construction.tools.welding,magnetta,145.67,555449100,1,555449100-30000134,construction.tools.welding magnetta,1
198,4700645,2053013560899928785,auto.accessories.videoregister,fujida,162.17,516331621,1,516331621-4700645,auto.accessories.videoregister fujida,19
199,5800792,2053013553945772349,electronics.audio.subwoofer,nan,153.93,516036709,1,516036709-5800792,electronics.audio.subwoofer ,531
200,1401577,2053013561092866779,computers.desktop,apple,1415.48,542378517,1,542378517-1401577,computers.desktop apple,116
201,17301192,2053013553853497655,nan,lanvin,58.76,520694813,1,520694813-17301192, lanvin,15
202,16900023,2053013558433677895,furniture.kitchen.table,brw,115.32,519194796,1,519194796-16900023,furniture.kitchen.table brw,13
203,34200115,2061717948493463814,nan,toro,7.7,492905279,1,492905279-34200115, toro,16
204,1480675,2053013561092866779,computers.desktop,hp,439.91,542378517,1,542378517-1480675,computers.desktop hp,41
205,12600015,2053013554751078769,appliances.kitchen.grill,vitek,77.14,547200172,1,547200172-12600015,appliances.kitchen.grill vitek,36
206,6301985,2053013554834964853,appliances.kitchen.kettle,dauscher,36.01,555448675,1,555448675-6301985,appliances.kitchen.kettle dauscher,71
207,22700065,2053013556168753601,nan,aeroforce,150.82,547324534,1,547324534-22700065, aeroforce,147
208,16400165,2053013558249128509,nan,verloni,62.25,551563536,1,551563536-16400165, verloni,167
209,25400114,2053013561604571899,nan,internedoors,161.39,555449183,1,555449183-25400114, internedoors,16
210,1201448,2172371436436455782,electronics.tablet,apple,617.52,538851765,1,538851765-1201448,electronics.tablet apple,30
211,22700084,2053013556168753601,nan,force,241.94,529394039,1,529394039-22700084, force,826
212,1480598,2053013561092866779,computers.desktop,smart,498.21,512742880,1,512742880-1480598,computers.desktop smart,94
213,5700384,2053013553970938175,auto.accessories.player,pioneer,123.56,516036709,1,516036709-5700384,auto.accessories.player pioneer,378
214,1800930,2053013554415534427,electronics.video.tv,sony,329.22,551382032,1,551382032-1800930,electronics.video.tv sony,146
215,13300584,2053013557166998015,nan,askona,94.98,524515532,1,524515532-13300584, askona,17
216,10503186,2053013553199186187,nan,besty,20.57,555448105,1,555448105-10503186, besty,5
217,14701532,2053013557133443581,furniture.living_room.cabinet,nan,154.42,543924190,1,543924190-14701532,furniture.living_room.cabinet ,171
218,30000003,2127425436764865054,construction.tools.welding,huter,133.31,516982221,1,516982221-30000003,construction.tools.welding huter,40
219,8500086,2053013552259662037,nan,hubert,486.15,552829049,1,552829049-8500086, hubert,323
220,1801860,2053013554415534427,electronics.video.tv,kivi,190.45,551382032,1,551382032-1801860,electronics.video.tv kivi,474
221,25510082,2053013562250494749,nan,gerat,62.1,517784197,1,517784197-25510082, gerat,18
222,5801510,2053013553945772349,electronics.audio.subwoofer,alphard,115.57,515299222,1,515299222-5801510,electronics.audio.subwoofer alphard,31
223,1401129,2053013561092866779,computers.desktop,remix,75.97,542378517,1,542378517-1401129,computers.desktop remix,55
224,12705818,2053013553559896355,nan,hifly,66.67,516611181,1,516611181-12705818, hifly,12
225,5800560,2053013553945772349,electronics.audio.subwoofer,pride,126.12,515299222,1,515299222-5800560,electronics.audio.subwoofer pride,129
226,28401058,2053013566209917945,accessories.bag,karya,100.39,547093079,1,547093079-28401058,accessories.bag karya,58
227,5100845,2053013553341792533,electronics.clocks,xiaomi,180.16,526575497,1,526575497-5100845,electronics.clocks xiaomi,82
228,4400495,2053013555095011711,appliances.kitchen.coffee_machine,redmond,195.6,512445078,1,512445078-4400495,appliances.kitchen.coffee_machine redmond,84
229,2900200,2053013554776244595,appliances.kitchen.microwave,lg,85.83,551382032,1,551382032-2900200,appliances.kitchen.microwave lg,273
230,3900591,2053013552326770905,appliances.environment.water_heater,electrolux,154.42,555442465,1,555442465-3900591,appliances.environment.water_heater electrolux,9
231,12703816,2053013553559896355,nan,nexen,112.87,552652462,1,552652462-12703816, nexen,3
232,13200667,2053013557192163841,furniture.bedroom.bed,bts,144.64,529203333,1,529203333-13200667,furniture.bedroom.bed bts,121
233,1201472,2172371436436455782,electronics.tablet,samsung,479.03,538851765,1,538851765-1201472,electronics.tablet samsung,129
234,1004467,2053013555631882655,electronics.smartphone,doogee,59.18,513840435,1,513840435-1004467,electronics.smartphone doogee,50
235,5400870,2053013552989470973,nan,svc,71.3,549451834,1,549451834-5400870, svc,9
236,12703118,2053013553559896355,nan,maxxis,101.03,524861238,1,524861238-12703118, maxxis,3
237,12708296,2053013553559896355,nan,matador,341.84,529877803,1,529877803-12708296, matador,8
238,3601405,2053013563810775923,appliances.kitchen.washer,beko,187.88,554499351,1,554499351-3601405,appliances.kitchen.washer beko,652
239,1801858,2053013554415534427,electronics.video.tv,tcl,198.2,554089031,1,554089031-1801858,electronics.video.tv tcl,61
240,17302628,2053013553853497655,nan,chanel,196.06,550726787,1,550726787-17302628, chanel,11
241,12717696,2053013553559896355,nan,pirelli,72.72,549213985,1,549213985-12717696, pirelli,4
242,4800586,2053013554658804075,electronics.audio.headphone,plantronics,73.5,552148505,1,552148505-4800586,electronics.audio.headphone plantronics,4
243,9200581,2053013552913973497,computers.peripherals.keyboard,rapoo,26.26,546159215,1,546159215-9200581,computers.peripherals.keyboard rapoo,6
244,9200566,2053013552913973497,computers.peripherals.keyboard,nan,43.5,555320835,1,555320835-9200566,computers.peripherals.keyboard ,2
245,22000113,2053013561327747819,nan,coleman,592.01,555135119,1,555135119-22000113, coleman,2
246,2601936,2053013563970159485,nan,dauscher,483.9,541618048,1,541618048-2601936, dauscher,275
247,4802974,2053013554658804075,electronics.audio.headphone,kingston,37.04,537128852,1,537128852-4802974,electronics.audio.headphone kingston,66
248,19100221,2053013556227473861,construction.tools.saw,bosch,289.58,523173209,1,523173209-19100221,construction.tools.saw bosch,13
